Student ID,Student Name,Date of Birth,Field of Study,Year of Admission,Expected Year of Graduation,Current Semester,Specialization,Fees,Discount on Fees
792221,Alexander Bailey,2003-11-19,Computer Science,2020,2023,4,Artificial Intelligence,118425,19696
349510,Heather Hoffman,2004-12-18,Computer Science,2018,2023,1,Machine Learning,198977,35705
498223,Erika Garcia,1998-09-24,Electrical Engineering,2019,2018,1,Data Science,109137,11223
691030,Thomas Turner,2003-11-07,Civil Engineering,2016,2021,1,Machine Learning,82357,1446
683455,Allison Weber,1998-06-16,Electrical Engineering,2022,2021,2,Data Science,128881,3695
194268,Wayne Williams,2000-03-04,Chemical Engineering,2016,2018,3,Machine Learning,156261,16005
270021,Jennifer Griffith,2004-11-20,Computer Science,2016,2022,4,Artificial Intelligence,112878,12938
262909,Jack Daniels,2006-03-10,Civil Engineering,2020,2022,3,Data Science,169623,2699
159648,Alan Richards,2000-07-29,Electrical Engineering,2020,2020,1,Artificial Intelligence,174695,16565
820572,Kenneth Sheppard,2003-02-03,Mechanical Engineering,2019,2019,1,Web Development,151832,5280
838296,Jacqueline Smith,2006-02-18,Mechanical Engineering,2021,2018,1,Machine Learning,150173,20234
755066,Brandon Beltran,2005-04-04,Civil Engineering,2022,2020,2,Artificial Intelligence,102734,4651
670506,Hannah Castaneda,2004-08-07,Mechanical Engineering,2019,2018,4,Network Security,109653,1260
295608,Marcus Bell,2002-05-13,Mechanical Engineering,2020,2022,4,Machine Learning,62022,7050
803153,Patricia Brown,2005-04-03,Chemical Engineering,2020,2022,4,Web Development,199287,13201
923632,Andrea Fry,2004-02-15,Civil Engineering,2021,2020,3,Artificial Intelligence,91888,5659
199960,Kelly Brown,1998-09-29,Chemical Engineering,2021,2017,3,Data Science,100137,15372
595285,Anne Merritt,2004-05-06,Chemical Engineering,2020,2023,3,Network Security,119668,8613
243833,Jonathan Price,2005-05-26,Mechanical Engineering,2022,2018,3,Network Security,69511,4472
139162,Carlos Robinson,2001-06-04,Electrical Engineering,2019,2020,4,Network Security,122698,14785
993515,Vicki Jennings,2002-09-09,Mechanical Engineering,2020,2019,1,Network Security,195533,714
227042,Brittany Lopez,2003-01-30,Mechanical Engineering,2020,2023,4,Artificial Intelligence,61369,7122
648117,Madison Williamson,1999-01-02,Chemical Engineering,2018,2018,1,Artificial Intelligence,157612,6779
209123,Breanna Knight,1999-04-29,Chemical Engineering,2016,2023,1,Web Development,91833,7323
930792,Cynthia Perez,2002-01-31,Chemical Engineering,2016,2019,2,Network Security,174393,6238
739666,Kristine Sutton,2001-02-07,Computer Science,2019,2019,2,Machine Learning,89107,11477
984737,David Snyder,2006-01-19,Computer Science,2019,2020,3,Machine Learning,120469,9145
459052,Lisa Rhodes,1999-07-12,Chemical Engineering,2022,2020,3,Machine Learning,117326,16248
306357,Patricia Smith,2002-09-15,Mechanical Engineering,2017,2019,2,Network Security,179932,28441
403546,Wayne Walters,2002-11-14,Mechanical Engineering,2018,2021,4,Network Security,189624,2794
697460,Diamond Valdez,2002-03-19,Mechanical Engineering,2018,2017,4,Artificial Intelligence,154987,16975
437440,James Boyd,1998-04-25,Chemical Engineering,2020,2021,4,Web Development,109340,21672
776819,Daniel Hodges,2000-06-04,Computer Science,2018,2017,1,Artificial Intelligence,192652,11006
918885,Ryan Nelson,2001-07-10,Computer Science,2020,2022,2,Machine Learning,78005,2549
216375,Richard Rowe,1999-10-13,Mechanical Engineering,2018,2018,1,Artificial Intelligence,177708,9130
664858,Molly Morales,1999-06-22,Computer Science,2017,2022,4,Data Science,157420,145
718857,Brenda Parker,2001-04-08,Chemical Engineering,2019,2022,1,Web Development,136510,16437
869368,Cory Alexander,2006-04-17,Electrical Engineering,2021,2019,2,Web Development,134947,17984
420091,Caitlin Keller DVM,1998-09-26,Mechanical Engineering,2021,2019,1,Network Security,159708,20162
837749,Mariah Goodman,2001-08-05,Mechanical Engineering,2016,2017,1,Artificial Intelligence,82442,14868
442319,Amy Logan,2001-05-13,Chemical Engineering,2020,2022,4,Machine Learning,53827,4315
841877,Joseph Perez,2003-06-20,Mechanical Engineering,2019,2019,2,Network Security,176918,8083
237683,David Griffin,1999-12-20,Civil Engineering,2019,2023,2,Artificial Intelligence,120808,12824
204765,Sean Mason,1998-09-03,Civil Engineering,2016,2022,2,Web Development,190824,35267
984660,Ashley Nichols,2006-03-04,Computer Science,2020,2020,3,Machine Learning,73290,2155
276285,Robert Wilson,1999-07-20,Chemical Engineering,2016,2020,4,Web Development,189984,24720
244438,Melissa Dalton,2003-09-11,Chemical Engineering,2022,2019,1,Artificial Intelligence,132842,16935
795772,Kristin Wood,1999-05-30,Computer Science,2022,2018,4,Web Development,65019,6951
434468,Kristin Davenport,1997-08-26,Electrical Engineering,2016,2019,1,Web Development,90062,687
276436,Kayla Martinez,1997-10-17,Mechanical Engineering,2016,2019,1,Network Security,141069,17949
309707,Chase Barnett,2002-01-12,Chemical Engineering,2021,2017,2,Web Development,189163,7595
597200,Michael Cross,2003-06-03,Electrical Engineering,2018,2019,1,Artificial Intelligence,62302,7732
599023,Melissa Thomas,1999-07-24,Electrical Engineering,2021,2019,2,Network Security,155115,29681
554025,Blake Marshall,2002-01-16,Chemical Engineering,2022,2023,4,Data Science,105733,20448
779551,Angel Barron,2001-06-09,Chemical Engineering,2020,2017,3,Machine Learning,54585,1268
284579,John Ross,1997-09-14,Mechanical Engineering,2019,2019,3,Network Security,165712,30969
935779,Nicole Howell,1998-06-01,Mechanical Engineering,2018,2022,1,Machine Learning,57661,7706
472563,Lauren Conner,2004-06-25,Computer Science,2022,2020,4,Network Security,130592,10136
449298,Jeffrey Johnson,2006-04-25,Computer Science,2017,2018,2,Data Science,134945,15290
881112,Mr. Sean Cox,2000-02-14,Electrical Engineering,2022,2021,3,Machine Learning,147784,26802
870723,Ethan Peters,2001-05-28,Computer Science,2021,2017,1,Artificial Intelligence,191261,20906
860562,Emily Pearson,2004-10-09,Civil Engineering,2016,2019,2,Web Development,133706,19038
553250,Suzanne Roberts,1999-11-18,Mechanical Engineering,2018,2022,4,Machine Learning,78305,1581
710304,Kevin Patrick,2000-10-13,Mechanical Engineering,2020,2023,2,Machine Learning,85577,6127
600326,Angela Hunter,2003-02-25,Electrical Engineering,2018,2020,2,Data Science,131043,22422
296563,Jacob Guerrero,2004-11-24,Civil Engineering,2020,2021,2,Machine Learning,76920,1845
377922,John Combs,2002-09-27,Mechanical Engineering,2021,2021,3,Artificial Intelligence,189842,4678
503241,Zoe Taylor,2000-10-26,Mechanical Engineering,2018,2022,2,Web Development,77921,15330
952536,Kurt Baker,1997-07-19,Civil Engineering,2016,2021,2,Artificial Intelligence,80757,14566
426280,Jacqueline Quinn,2006-02-06,Electrical Engineering,2020,2021,1,Data Science,101019,19526
333960,Christine Sharp,2004-01-31,Electrical Engineering,2019,2017,1,Web Development,124613,12578
721893,Todd Hall,2001-10-30,Computer Science,2017,2018,3,Artificial Intelligence,92289,15682
337065,Ricky Sanders,2005-04-07,Electrical Engineering,2020,2021,2,Machine Learning,85234,8672
583851,Travis Simpson,2005-05-14,Electrical Engineering,2016,2021,3,Data Science,170773,28037
552940,Lauren Brewer,2005-07-21,Electrical Engineering,2017,2021,1,Data Science,78669,6507
140493,Lance Owens,2000-11-13,Electrical Engineering,2018,2018,4,Web Development,131911,25974
959593,Derek Wilson,2002-03-28,Civil Engineering,2019,2018,1,Artificial Intelligence,137683,15421
244166,Stefanie Miller,2000-01-28,Civil Engineering,2018,2020,3,Network Security,71508,9429
234804,Amber Manning,2005-04-04,Chemical Engineering,2017,2017,4,Artificial Intelligence,91533,6646
167749,Kelly Leonard,2004-04-17,Computer Science,2022,2022,1,Data Science,106532,18239
946138,Stacy Noble,2001-02-21,Civil Engineering,2022,2019,3,Artificial Intelligence,199352,23204
319660,Elaine Gallagher,2003-08-21,Chemical Engineering,2019,2021,1,Artificial Intelligence,62814,1896
300496,Jack Goodman,2000-11-20,Civil Engineering,2020,2017,2,Data Science,85360,5303
848071,Carol Strickland,2003-12-04,Chemical Engineering,2021,2018,4,Data Science,149164,10055
434837,Lynn Gay,2002-11-04,Computer Science,2022,2022,1,Web Development,53972,6761
962768,Matthew Myers,2002-03-13,Electrical Engineering,2022,2022,1,Machine Learning,182976,15804
874669,Justin Jones,1999-06-08,Civil Engineering,2017,2018,1,Artificial Intelligence,143597,23422
960432,Lauren Pennington,1998-07-15,Mechanical Engineering,2022,2020,1,Machine Learning,171443,1757
827630,Daniel Gonzales,1997-06-19,Civil Engineering,2020,2021,2,Data Science,75388,10082
584164,John Simpson,1999-08-12,Chemical Engineering,2019,2023,1,Artificial Intelligence,194002,34626
516694,Kim Ewing,2004-10-30,Electrical Engineering,2019,2020,3,Web Development,103832,4065
658960,Frances Martin,1997-10-30,Chemical Engineering,2018,2018,3,Artificial Intelligence,187622,27289
330754,Michelle Smith,2000-08-10,Mechanical Engineering,2019,2019,2,Web Development,163172,12868
572751,Julie King,2002-10-19,Electrical Engineering,2022,2019,1,Artificial Intelligence,103820,8931
330273,Tony Moore,1998-02-18,Chemical Engineering,2022,2023,1,Network Security,123495,3460
204394,Diana Scott,2000-09-21,Mechanical Engineering,2016,2023,3,Artificial Intelligence,116066,3776
883378,Michael Adams,2005-11-16,Chemical Engineering,2017,2021,1,Machine Learning,78629,9206
674460,Misty Norton,2002-01-05,Mechanical Engineering,2022,2022,1,Data Science,117370,21296
663227,Mike Jones,1997-12-10,Computer Science,2021,2022,1,Web Development,67344,1270
813061,Rickey Carr,2005-05-21,Civil Engineering,2018,2021,3,Artificial Intelligence,195625,9627
412961,Erica Watkins,1997-10-20,Civil Engineering,2021,2019,3,Machine Learning,154265,17731
343202,Linda Mclaughlin,2001-08-18,Computer Science,2021,2023,2,Web Development,137971,6978
468759,Barbara Zavala,1999-06-09,Mechanical Engineering,2017,2018,3,Artificial Intelligence,84414,3045
270107,Stephanie Hardin,1997-09-24,Electrical Engineering,2021,2018,2,Network Security,169687,33519
603208,Michelle Lamb,2005-10-31,Civil Engineering,2019,2022,4,Machine Learning,149658,6846
598567,Melissa Ali,2005-07-11,Civil Engineering,2019,2022,3,Web Development,167023,29375
830349,George Robertson,1998-11-22,Civil Engineering,2020,2022,2,Data Science,162205,12697
346366,Matthew Hernandez,2000-02-12,Mechanical Engineering,2017,2023,4,Machine Learning,93612,8541
271536,Doris Edwards,2004-11-15,Chemical Engineering,2018,2020,1,Web Development,73296,11054
116852,Michelle Villa,2001-12-27,Civil Engineering,2022,2022,3,Artificial Intelligence,65044,4143
939364,Ronald Barton,2005-05-07,Mechanical Engineering,2016,2020,1,Machine Learning,114753,10437
854215,Nathan Shannon DDS,1997-08-11,Electrical Engineering,2019,2018,3,Artificial Intelligence,196663,23579
437619,Jennifer Moore,2005-04-20,Mechanical Engineering,2016,2020,4,Network Security,59332,3212
366560,Andrew Evans,1997-10-01,Computer Science,2020,2021,2,Artificial Intelligence,103334,19176
581846,James Castillo,2003-06-16,Electrical Engineering,2018,2019,4,Artificial Intelligence,151424,9948
177453,Scott Perez,2004-12-27,Chemical Engineering,2016,2022,2,Data Science,114632,9472
416663,Sarah Ramirez DDS,1999-03-01,Electrical Engineering,2022,2022,2,Network Security,76223,11765
885852,Blake Kirby,2006-01-26,Civil Engineering,2020,2022,2,Network Security,137626,8556
127697,Carl Wright,1999-11-28,Mechanical Engineering,2022,2021,2,Network Security,165154,9830
217382,Daniel Ortiz,1998-05-22,Computer Science,2020,2018,1,Web Development,172363,20946
290156,Daniel Clark,1997-06-26,Mechanical Engineering,2018,2020,3,Web Development,174817,20669
607209,Daniel Hamilton,2003-07-31,Chemical Engineering,2016,2021,4,Network Security,63791,10793
120408,Charles Thompson,2002-04-09,Computer Science,2019,2023,4,Machine Learning,163711,3705
795784,Dr. Rick Rodriguez,2003-03-14,Civil Engineering,2022,2023,2,Web Development,161593,1402
253553,Shawn Jones,1999-01-21,Chemical Engineering,2016,2022,4,Artificial Intelligence,124729,8667
256808,Joshua Roberts,2006-03-02,Mechanical Engineering,2020,2023,4,Artificial Intelligence,55971,10029
372209,Melanie Alexander,2002-03-24,Electrical Engineering,2020,2019,2,Web Development,161680,14011
611631,Gina Gardner,2003-10-12,Computer Science,2016,2018,3,Web Development,145233,13146
137027,Kristin Campos,2003-04-29,Computer Science,2017,2018,2,Data Science,87009,13075
294313,Dillon Rush,2003-08-02,Computer Science,2016,2023,4,Network Security,98117,16344
134015,Katrina Ramirez,2001-02-27,Computer Science,2022,2017,4,Network Security,147467,13098
937633,Jesus Pollard,2003-05-07,Mechanical Engineering,2021,2018,1,Artificial Intelligence,118200,2531
136841,Alexandra Rivera,2003-03-26,Electrical Engineering,2019,2019,4,Artificial Intelligence,110079,14941
140869,Olivia Becker,2000-01-11,Computer Science,2020,2017,3,Web Development,57267,3627
610948,Nicholas Chapman,1998-08-16,Electrical Engineering,2017,2021,3,Network Security,59818,1479
189622,Ashley Bradford,1998-06-09,Mechanical Engineering,2022,2023,4,Artificial Intelligence,130955,9907
214736,Madison Khan,2001-09-12,Electrical Engineering,2021,2023,2,Data Science,180832,29815
963791,Phillip Reynolds,2004-12-26,Electrical Engineering,2017,2017,2,Machine Learning,94918,11393
351796,Rebecca Rose,2005-12-07,Computer Science,2022,2022,1,Network Security,75088,11960
970448,Christina Calderon,2002-12-30,Electrical Engineering,2018,2018,1,Artificial Intelligence,117193,10129
363405,Christopher Dunlap,2004-10-03,Electrical Engineering,2018,2023,4,Web Development,125100,8389
893368,Ruth Robinson,1999-06-03,Mechanical Engineering,2022,2023,2,Machine Learning,69996,1850
608269,Lori Copeland,1998-08-19,Electrical Engineering,2021,2020,1,Network Security,52193,6938
725528,David Mathews,1998-12-13,Mechanical Engineering,2016,2017,3,Data Science,168076,14507
167624,Douglas Long,2002-03-10,Mechanical Engineering,2017,2023,2,Web Development,70960,1098
811459,Rebecca Jones,2003-03-16,Civil Engineering,2016,2017,1,Artificial Intelligence,154237,28416
732310,Pamela Mays,2003-12-06,Computer Science,2018,2020,2,Web Development,67034,8817
411471,Paul Robbins,2000-07-17,Computer Science,2018,2017,1,Machine Learning,180217,4353
454701,John Cox,2000-05-17,Computer Science,2016,2019,2,Network Security,62451,4354
837390,Samantha Cabrera,1998-02-15,Mechanical Engineering,2017,2020,4,Web Development,162576,8187
715295,Carlos Adams,2006-05-20,Chemical Engineering,2017,2017,1,Data Science,97126,2017
986593,Jack Ballard,2002-05-27,Computer Science,2020,2023,4,Data Science,72107,9708
167522,Miranda Hernandez,2002-05-06,Computer Science,2022,2023,4,Network Security,118454,5373
501801,Mary Pacheco,1999-09-19,Computer Science,2019,2020,3,Artificial Intelligence,113949,9519
890230,Rebecca Clayton,2000-12-07,Chemical Engineering,2017,2020,4,Web Development,129994,2340
392782,Kayla Mullins,2003-07-07,Mechanical Engineering,2018,2019,1,Web Development,179727,5129
599117,Charles Peters,2001-07-21,Chemical Engineering,2016,2023,2,Artificial Intelligence,59460,7424
424265,Timothy Cantu,2002-05-14,Computer Science,2022,2022,2,Data Science,86733,11803
526574,Jimmy Harris,2003-05-21,Electrical Engineering,2018,2018,2,Web Development,195443,13142
801213,Gary Green,2005-12-29,Electrical Engineering,2020,2022,2,Web Development,197389,3600
268366,Grace Powers,1999-04-06,Chemical Engineering,2021,2020,4,Network Security,73573,1454
263582,Stacy Davis,2000-09-04,Chemical Engineering,2022,2018,2,Network Security,164148,10559
555313,Kevin Singleton,2002-05-04,Electrical Engineering,2018,2019,4,Machine Learning,58983,906
916745,Ethan Contreras,2006-05-12,Computer Science,2018,2017,1,Network Security,197792,9291
110158,Alexis Silva,2001-01-02,Chemical Engineering,2016,2023,1,Web Development,109523,14436
772442,Keith Gomez,2002-11-21,Electrical Engineering,2018,2020,4,Machine Learning,175081,15257
834009,Adam Russell,2003-09-13,Chemical Engineering,2017,2018,2,Machine Learning,95716,10115
776927,Abigail Thomas,1998-07-09,Computer Science,2020,2017,4,Data Science,192525,22686
837235,Veronica Ellis,1999-10-09,Computer Science,2017,2021,3,Artificial Intelligence,76041,567
450997,Peter Douglas,2001-01-27,Chemical Engineering,2020,2021,1,Network Security,90926,10385
670369,Austin Yates,2000-03-05,Mechanical Engineering,2019,2021,4,Web Development,115474,16893
906640,Annette Todd,2000-08-30,Chemical Engineering,2019,2021,3,Network Security,89899,16366
351387,Megan Miller,1998-05-14,Electrical Engineering,2021,2017,3,Data Science,86523,14553
448256,Derek Rangel,2002-11-09,Chemical Engineering,2018,2017,4,Network Security,112705,14266
812883,William Nielsen,2002-03-07,Mechanical Engineering,2018,2022,2,Machine Learning,134110,23342
147665,Bradley Coleman,2000-06-26,Electrical Engineering,2018,2017,4,Machine Learning,164999,29731
912768,Crystal Harrington,2002-05-15,Chemical Engineering,2019,2017,3,Artificial Intelligence,84837,1923
121072,Christopher Kim,1997-09-25,Civil Engineering,2021,2018,2,Data Science,126486,13510
107722,Michael Mejia,2000-09-10,Mechanical Engineering,2018,2017,2,Web Development,115779,6919
926722,Kristy Roach,1998-07-18,Mechanical Engineering,2021,2019,2,Artificial Intelligence,51789,3546
823304,David Hayes,1997-07-14,Chemical Engineering,2018,2019,4,Web Development,67454,7716
866191,James White,2005-12-08,Computer Science,2017,2017,1,Machine Learning,150881,15953
668393,Julie Cantu,2000-02-02,Chemical Engineering,2017,2022,1,Network Security,66494,3366
152902,Nathan Jones,2002-10-06,Computer Science,2019,2017,2,Machine Learning,53729,603
360446,Kathleen Castillo,2000-04-24,Chemical Engineering,2021,2022,3,Artificial Intelligence,178408,25354
706667,Julie Wilkinson,2003-09-11,Chemical Engineering,2016,2017,4,Web Development,56715,9217
848011,Michael Lewis,2003-11-25,Chemical Engineering,2018,2021,1,Machine Learning,133868,20488
645435,James Finley,2003-08-14,Electrical Engineering,2022,2020,2,Data Science,140570,16456
765147,Joshua Reese,2000-01-06,Computer Science,2021,2023,4,Web Development,197914,4008
854604,Brian Joseph,2002-06-09,Chemical Engineering,2018,2017,4,Network Security,199140,18977
501232,Colton Simmons,2000-09-07,Mechanical Engineering,2021,2019,2,Network Security,97286,4355
840263,Christopher Wallace,2006-02-23,Computer Science,2019,2019,4,Network Security,64995,2038
244611,Philip Dixon,1999-06-05,Chemical Engineering,2020,2022,3,Network Security,130134,21204
711949,Charles Norris,2002-05-18,Electrical Engineering,2018,2020,1,Artificial Intelligence,65529,1354
279934,Danielle Nash,2001-06-15,Electrical Engineering,2019,2018,2,Web Development,184555,18717
180097,Donald Adams,2002-09-23,Mechanical Engineering,2016,2023,1,Data Science,87220,14304
388793,Alan Perez,1997-10-30,Computer Science,2018,2019,2,Network Security,57114,5444
584687,Scott Golden,2004-08-13,Civil Engineering,2016,2023,4,Data Science,114257,6767
813420,Jordan Adams,2003-12-01,Mechanical Engineering,2019,2021,4,Data Science,141608,21885
655598,Steven Lopez,2000-08-31,Civil Engineering,2018,2019,3,Data Science,117606,5656
603358,David Levy,2003-09-08,Electrical Engineering,2016,2018,2,Machine Learning,150083,10838
875445,Jack Vang,2000-11-24,Computer Science,2018,2023,2,Artificial Intelligence,95107,17196
590660,Joshua Howell,1997-12-31,Computer Science,2016,2017,2,Machine Learning,121557,20672
641239,Stephanie Moreno,2001-04-02,Mechanical Engineering,2022,2021,4,Artificial Intelligence,164909,21327
605782,Christopher Kent,2001-03-03,Chemical Engineering,2020,2021,4,Artificial Intelligence,86542,14291
804276,Ryan Knight,1997-09-27,Computer Science,2020,2021,2,Artificial Intelligence,52132,10233
862343,Jeffrey Smith,1998-02-14,Electrical Engineering,2022,2023,4,Web Development,120567,19695
888894,Andrew Jordan,2002-01-17,Chemical Engineering,2018,2019,2,Artificial Intelligence,68529,2328
665324,Mitchell Ramirez,2000-08-09,Civil Engineering,2021,2017,4,Machine Learning,155086,11837
443024,Tyler Fox,2003-02-18,Computer Science,2020,2023,2,Network Security,176910,3098
672833,Dr. Benjamin Lucas,1997-06-25,Computer Science,2018,2017,1,Network Security,70788,7924
369011,Terry Smith,1999-08-16,Chemical Engineering,2022,2020,3,Web Development,65143,11182
152267,Michael Kelley,1999-03-21,Electrical Engineering,2017,2017,3,Artificial Intelligence,142096,21836
919939,Anthony Rodriguez,2002-03-22,Civil Engineering,2017,2023,3,Web Development,130107,7120
992477,Adriana Barnes,2006-05-22,Chemical Engineering,2016,2019,1,Artificial Intelligence,95986,3546
108217,Dustin Jones,2001-05-19,Computer Science,2020,2017,4,Artificial Intelligence,130482,15834
827780,Tracy Long,2004-11-24,Computer Science,2022,2020,4,Network Security,64940,7584
489237,Margaret Stone,2004-06-28,Civil Engineering,2020,2018,2,Data Science,167766,1496
432396,Charles Miller,2002-06-03,Civil Engineering,2016,2017,1,Machine Learning,192313,5733
977954,Brandon King,2000-11-08,Computer Science,2022,2020,1,Web Development,95274,10926
757534,James Rios,2001-05-10,Mechanical Engineering,2017,2021,2,Data Science,164461,2995
151679,Victoria Stevens,2004-08-10,Mechanical Engineering,2019,2019,1,Web Development,141813,25089
744204,Steven Scott,2004-02-18,Chemical Engineering,2020,2023,2,Web Development,61682,2926
688726,Audrey Patrick,2001-06-10,Electrical Engineering,2020,2023,3,Data Science,164226,19690
546077,Kristi Anderson,1998-11-30,Computer Science,2016,2017,1,Network Security,143872,1940
707389,Carly Wilson,2002-05-06,Chemical Engineering,2016,2018,4,Data Science,73305,1315
711016,Christy Neal,2004-12-17,Civil Engineering,2021,2018,2,Artificial Intelligence,147804,25552
341162,Rodney Walton,2005-01-13,Chemical Engineering,2016,2023,2,Machine Learning,175015,33244
102291,Jennifer Stone,2005-11-12,Mechanical Engineering,2016,2018,3,Data Science,159149,22100
838600,Hannah Hutchinson,2005-06-26,Electrical Engineering,2021,2020,1,Web Development,80828,660
628061,Kristopher Ramos,2000-12-20,Electrical Engineering,2017,2023,4,Network Security,82946,16192
595214,Adam Thompson,2001-06-16,Mechanical Engineering,2021,2018,2,Web Development,183904,2550
853699,Daniel Davenport,2000-05-17,Computer Science,2021,2023,1,Web Development,151015,986
186245,Jesse Coleman,2003-07-14,Computer Science,2017,2023,3,Network Security,116135,5862
261879,Angel Garcia,2004-09-02,Chemical Engineering,2018,2020,1,Network Security,110850,5205
971815,Megan White,2005-07-07,Computer Science,2016,2023,3,Machine Learning,103103,13053
128035,Kathy Cummings,2001-09-21,Electrical Engineering,2022,2022,2,Web Development,72829,2760
207960,James Schmidt,2004-11-28,Civil Engineering,2018,2019,1,Network Security,94286,11298
847536,Corey Sanchez PhD,1999-06-27,Computer Science,2017,2022,2,Web Development,143618,13827
996779,Jacob Soto,2000-10-16,Mechanical Engineering,2022,2020,2,Artificial Intelligence,66717,12018
333156,Aimee Fritz,2005-05-08,Electrical Engineering,2018,2019,4,Data Science,191848,36776
600588,Maxwell Pope,2001-08-05,Electrical Engineering,2019,2017,1,Machine Learning,76016,6573
815261,Arthur Shields,2000-03-20,Electrical Engineering,2020,2019,4,Network Security,96975,525
220504,John Jones,1997-09-15,Electrical Engineering,2021,2021,2,Data Science,186360,36969
935641,Crystal Kelly,2002-04-25,Chemical Engineering,2018,2023,3,Web Development,194487,15432
155525,Dale Price,2006-04-12,Civil Engineering,2020,2017,4,Web Development,164774,10919
845809,Amber Smith,2005-01-12,Civil Engineering,2018,2017,4,Web Development,83335,6441
235286,Jeffery Phelps,2001-11-14,Chemical Engineering,2018,2022,1,Data Science,121149,15256
134266,Molly White,2006-05-08,Electrical Engineering,2020,2021,4,Network Security,72988,1508
378404,Johnathan Hernandez,2000-11-22,Civil Engineering,2016,2018,1,Data Science,185693,11655
250239,Lori Arroyo,2001-09-14,Civil Engineering,2022,2021,1,Network Security,143169,5280
698491,Thomas Hardy,1999-09-16,Mechanical Engineering,2021,2021,1,Web Development,158220,833
671936,Cody Cross,2000-12-07,Chemical Engineering,2016,2019,1,Machine Learning,193179,9241
959372,Joseph Evans,2006-04-10,Mechanical Engineering,2019,2022,4,Machine Learning,194775,27006
327925,Linda Daniel,1997-11-22,Computer Science,2022,2022,4,Artificial Intelligence,98934,5051
243878,Elizabeth Hernandez,2003-04-17,Mechanical Engineering,2016,2020,2,Web Development,184720,35453
175631,Kevin Robertson,1998-08-06,Civil Engineering,2019,2019,1,Machine Learning,105656,21119
975234,Crystal Davis,2000-05-31,Civil Engineering,2020,2019,1,Data Science,55767,3858
249190,Christy Delgado,2003-12-10,Mechanical Engineering,2019,2021,2,Machine Learning,171888,6660
422672,Thomas Jenkins,2000-03-25,Civil Engineering,2020,2023,2,Network Security,66915,10285
858349,Paula Anderson,2001-08-13,Electrical Engineering,2017,2019,3,Web Development,139840,24466
989582,Peggy Evans,1999-08-18,Mechanical Engineering,2018,2020,3,Network Security,163614,16777
581457,Gary Burnett,2005-02-08,Chemical Engineering,2019,2019,3,Data Science,147280,11574
670358,Brittany Smith,2003-02-23,Mechanical Engineering,2020,2018,2,Web Development,187552,6227
419314,Natasha Johnson,2003-09-03,Electrical Engineering,2022,2022,3,Data Science,146149,11266
225472,Kimberly Wells,2000-02-10,Mechanical Engineering,2020,2018,1,Web Development,92941,1172
357199,Jody Vincent,1998-06-17,Civil Engineering,2018,2023,4,Machine Learning,61697,11504
707512,Paula Thompson,2000-08-14,Computer Science,2017,2022,2,Web Development,187219,31185
508625,Shelby Garcia,2000-12-16,Chemical Engineering,2021,2017,2,Machine Learning,54671,2801
130519,Natasha Allen,2006-03-13,Electrical Engineering,2021,2023,2,Artificial Intelligence,123255,11676
847557,Hannah Hughes,1998-12-21,Mechanical Engineering,2022,2022,4,Web Development,152403,1
668452,Justin Hale,1999-09-22,Civil Engineering,2020,2020,2,Data Science,175544,4487
430805,Denise Contreras,2005-04-09,Chemical Engineering,2019,2019,1,Artificial Intelligence,152376,28459
705801,Zachary Vang,1997-12-13,Computer Science,2022,2023,1,Machine Learning,124748,1001
859169,Mary Martinez,1999-09-04,Civil Engineering,2022,2017,2,Network Security,196073,14063
567682,Christopher Savage,2003-01-14,Electrical Engineering,2016,2020,2,Artificial Intelligence,170870,25556
197516,Ashley Campbell,2005-11-07,Civil Engineering,2016,2022,4,Network Security,181995,30332
160583,Jack Horn,2002-03-17,Computer Science,2019,2017,2,Artificial Intelligence,61704,7135
414105,David Chambers,2001-09-04,Civil Engineering,2022,2017,1,Web Development,146388,4510
825610,Donna Hunt,2002-07-25,Computer Science,2016,2018,1,Artificial Intelligence,137013,7485
458387,Mitchell Smith,2000-11-06,Chemical Engineering,2021,2020,1,Artificial Intelligence,190894,32330
533535,Sharon Jones,2003-05-12,Computer Science,2017,2018,3,Artificial Intelligence,88712,4417
614279,Jacob Frederick,1999-06-03,Mechanical Engineering,2022,2019,4,Machine Learning,51307,1148
548532,Samantha Mckinney,2002-04-21,Electrical Engineering,2018,2020,3,Data Science,140783,24010
525673,Lance Alexander,2001-02-03,Chemical Engineering,2016,2017,4,Machine Learning,74342,6368
441169,Marcus Smith,2001-12-14,Chemical Engineering,2020,2023,2,Web Development,105493,18680
574578,Stacy Russell,1998-02-04,Civil Engineering,2020,2018,2,Network Security,107419,2160
793653,Christian Thomas,2004-11-26,Electrical Engineering,2019,2021,3,Machine Learning,99934,18332
358327,Eric Humphrey,2001-02-26,Electrical Engineering,2016,2020,3,Data Science,165026,10421
388503,Clayton Rhodes,1998-02-18,Chemical Engineering,2022,2022,3,Artificial Intelligence,194099,34185
535546,Tracy Henderson,1997-10-12,Civil Engineering,2019,2020,4,Web Development,52384,1418
719270,Brad Hunter,2002-07-07,Chemical Engineering,2017,2017,3,Web Development,186616,6933
346221,Anthony Frost,2001-01-21,Chemical Engineering,2017,2019,4,Machine Learning,189518,23632
406032,Catherine Chapman,2004-03-06,Mechanical Engineering,2018,2017,2,Web Development,53149,9233
325590,Heather Nelson,1999-04-04,Mechanical Engineering,2020,2019,2,Artificial Intelligence,123209,24609
